Family	Count	Hits	TotMarkerLength
1028105827|WP_063860852_1|KP658209_1|1|1|blaMUS-2|blaMUS|hydrolase|subclass_B1_metallo-beta-lactamase_MUS-2	0.0	0	118
1028105871|WP_063860895_1|M33655_1|1|1|blaOHIO-1|blaOHIO|hydrolase|class_A_extended-spectrum_beta-lactamase_OHIO-1	0.0	0	10
1028105873|WP_063860896_1|AJ635401_2|1|1|blaOKP-A-1|blaOKP-A|hydrolase|class_A_broad-spectrum_beta-lactamase_OKP-A-1	0.0	0	33
1028105951|WP_063860932_1|AY507665_1|1|1|blaORN-2|blaORN|hydrolase|class_A_beta-lactamase_ORN-2	0.0	0	34
1028105956|WP_063860937_1|AM412777_1|1|1|blaOXA-101|blaOXA-10_like|hydrolase|OXA-10_family_class_D_beta-lactamase_OXA-101	13.504926071049388	279	153
1028105999|WP_063860980_1|HM104633_1|1|1|blaOXA-114d|blaOXA-PR|hydrolase|class_D_beta-lactamase_OXA-114d	0.0	0	45
1028106039|WP_063861020_1|AF371964_1|1|1|blaOXA-118|blaOXA-46_like|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-118	0.0	0	26
1028106048|WP_063861029_1|U10251_1|1|1|blaOXA-12|blaOXA-12_like|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-12	0.0	0	16
1028106064|WP_063861040_1|AM991978_1|1|1|blaOXA-139|blaOXA-24_like|hydrolase|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-139	0.0	0	10
1028106067|WP_063861042_1|GQ861437_1|1|1|blaOXA-143|blaOXA-143_like|hydrolase|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-143	0.0	0	27
1028106070|WP_063861044_1|FJ194494_1|1|1|blaOXA-146|blaOXA-23_like|hydrolase|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-146	0.0	0	104
1028106080|WP_063861050_1|KP771980_1|1|1|blaOXA-152|blaOXA-62_like|hydrolase|OXA-62_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-152	0.0	0	106
1028106093|WP_063861062_1|KP771982_1|1|1|blaOXA-154|blaOXA-62_like|hydrolase|OXA-62_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-154	0.0	1	72
1028106114|WP_063861081_1|KP771986_1|1|1|blaOXA-158|blaOXA-62_like|hydrolase|OXA-62_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-158	0.0	0	54
1028106158|WP_063861121_1|GU831575_1|1|1|blaOXA-164|blaOXA-58_like|hydrolase|OXA-58_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-164	0.0	3	161
1028106296|WP_063861237_1|U85514_1|1|1|blaOXA-18|blaOXA-PR|hydrolase|class_D_extended-spectrum_beta-lactamase_OXA-18	0.0	0	156
1028106336|WP_063861266_1|HM640278_2|1|1|blaOXA-182|blaOXA-143_like|hydrolase|OXA-143_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-182	0.0	0	14
1028106376|WP_063861300_1|JQ396379_1|1|1|blaOXA-185|blaOXA-184_like|hydrolase|OXA-184_class_D_beta-lactamase_OXA-185	0.0	0	35
1028106392|WP_063861316_1|JF273470_1|1|1|blaOXA-192|blaOXA-63_like|hydrolase|OXA-63_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-192	0.0	0	47
1028106574|WP_063861498_1|HQ634775_2|1|1|blaOXA-198|blaOXA|hydrolase|class_D_beta-lactamase_OXA-198	0.0	0	121
1028106581|WP_063861505_1|JN704570_1|1|1|blaOXA-199|blaOXA-48_like|hydrolase|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-199	0.0	0	29
1028106753|WP_063861677_1|JN861780_1|1|1|blaOXA-212|blaOXA-211_like|hydrolase|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-212	0.0	0	102
1028106788|WP_063861712_1|JN861783_1|1|1|blaOXA-215|blaOXA-214_like|hydrolase|OXA-214_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-215	0.0	0	97
1028106852|WP_063861776_1|AF064820_3|1|1|blaOXA-22|blaOXA-22_like|hydrolase|benzylpenicillin-hydrolyzing_class_D_beta-lactamase_OXA-22	0.0	0	22
1028106915|WP_063861837_1|JQ422053_1|1|1|blaOXA-228|blaOXA-229_like|hydrolase|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-228	0.0	0	42
1028107307|WP_063862170_1|JQ820242_1|1|1|blaOXA-236|blaOXA-134_like|hydrolase|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-236	0.0	1	102
1028107578|WP_063862440_1|KC479325_2|1|1|blaOXA-255|blaOXA-143_like|hydrolase|OXA-143_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-255	0.6823541593793375	4	20
1028107747|WP_063862540_1|L07945_1|1|1|blaOXA-3|blaOXA-2_like|hydrolase|OXA-2_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-3	3.249305520853988	8	12
1028107852|WP_063862632_1|KF203096_1|1|1|blaOXA-322|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-322	0.0	0	12
1028107930|WP_063862698_1|KF203108_1|1|1|blaOXA-334|blaOXA-211_like|hydrolase|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-334	0.0	0	102
1028108002|WP_063862728_1|KF421160_1|1|1|blaOXA-357|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-357	0.0	0	12
1028108005|WP_063862730_1|KF421162_1|1|1|blaOXA-359|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-359	0.0	0	12
1028108008|WP_063862731_1|KF460531_1|1|1|blaOXA-361|blaOXA-134_like|hydrolase|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-361	0.0	0	102
1028108009|WP_063862732_1|KF460532_1|1|1|blaOXA-362|blaOXA-134_like|hydrolase|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-362	0.0	0	33
1028108013|WP_063862734_1|JX306689_2|1|1|blaOXA-364|blaOXA-364_like|hydrolase|class_D_beta-lactamase_OXA-364	0.0	0	25
1028108020|WP_063862737_1|AY007784_1|1|1|blaOXA-37|blaOXA|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-37	0.0	0	90
1028108023|WP_063862739_1|KJ746496_1|1|1|blaOXA-372|blaOXA-372_like|hydrolase|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-372	0.34117707968966876	1	8
1028108069|WP_063862765_1|KJ584918_1|1|1|blaOXA-409|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-409	0.0	0	68
1028108106|WP_063862802_1|AJ488302_1|1|1|blaOXA-42|blaOXA-PR|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-42	0.0	0	165
1028109684|WP_063864087_1|KP903886_1|1|1|blaOXA-457|blaOXA-PR|hydrolase|class_D_beta-lactamase_OXA-457	0.0	0	17
1028109687|WP_063864090_1|AF317511_1|1|1|blaOXA-46|blaOXA-46_like|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-46	0.0	0	102
1028109710|WP_063864113_1|KU167110_1|1|1|blaOXA-501|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-501	0.0	3	50
1028109712|WP_063864115_1|KT355710_1|1|1|blaOXA-504|blaOXA-PR|hydrolase|class_D_beta-lactamase_OXA-504	0.0	0	49
1028109791|WP_063864194_1|KU323972_1|1|1|blaOXA-513|blaOXA-364_like|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-513	0.0	0	8
1028109813|WP_063864216_1|KU739134_1|1|1|blaOXA-518|blaOXA-493_like|hydrolase|OXA-493_family_class_D_beta-lactamase_OXA-518	0.0	0	121
1028109820|WP_063864223_1|AY289608_1|1|1|blaOXA-53|blaOXA-2_like|hydrolase|OXA-2_family_class_D_extended-spectrum_beta-lactamase_OXA-53	0.0	0	9
1028109853|WP_063864256_1|AY343493_1|1|1|blaOXA-55|blaOXA-55_like|hydrolase|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-55	0.0	0	199
1028110097|WP_063864500_1|AF525303_2|1|1|blaOXA-60|blaOXA-60_like|hydrolase|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-60	0.0	0	68
1028110125|WP_063864528_1|AY619003_1|1|1|blaOXA-63|blaOXA-63_like|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-63	0.0	0	44
1028110175|WP_063864545_1|AY077482_1|1|1|blaOXY-1-3|blaOXY-1|hydrolase|class_A_extended-spectrum_beta-lactamase_OXY-1-3	0.0	0	33
1028110184|WP_063864554_1|AF491278_1|1|1|blaOXY-3-1|blaOXY-3|hydrolase|class_A_extended-spectrum_beta-lactamase_OXY-3-1	0.0	0	26
1028110212|WP_063864582_1|KJ949057_1|1|1|blaPDC-42|blaPDC_var|hydrolase|class_C_beta-lactamase_PDC-42	0.0	0	87
1028110220|WP_063864590_1|KP109677_1|1|1|blaPEDO-1|blaPEDO-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-1	0.0	0	135
1028110221|WP_063864591_1|KP109678_1|1|1|blaPEDO-2|blaPEDO-2_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-2	0.0	0	90
1028110222|WP_063864592_1|KP109679_1|1|1|blaPEDO-3|blaPEDO-3_fam|hydrolase|subclass_B1_metallo-beta-lactamase_PEDO-3	0.0	0	163
1028110223|WP_063864593_1|EU748544_1|1|1|blaPER-4|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-4	3.9366586118038653	4	52
1028110225|WP_063864595_1|GQ396303_1|1|1|blaPER-6|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-6	0.0	0	22
1028110228|WP_063864598_1|DQ251478_1|1|1|blaPLA-6|blaPLA|hydrolase|class_A_beta-lactamase_PLA-6	0.0	0	9
1028110229|WP_063864599_1|HQ541434_2|1|1|blaPME-1|blaPME|hydrolase|class_A_extended-spectrum_beta-lactamase_PME-1	1.0904504621683928	7	212
1028110230|WP_063864600_1|AF338038_1|1|1|blaRAHN-1|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-1	0.0	0	10
1028110231|WP_063864601_1|HM114350_1|1|1|blaRAHN-2|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-2	0.0	0	20
1028110232|WP_063864602_1|AF321608_1|1|1|blaSED-1|blaSED|hydrolase|class_A_broad-spectrum_beta-lactamase_SED-1	0.0	0	35
1028110234|WP_063864604_1|AM941846_1|1|1|blaSHV-100|blaSHV|hydrolase|class_A_beta-lactamase_SHV-100	0.0	0	34
1028110276|WP_063864646_1|AF072684_2|1|1|blaSHV-16|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-16	0.0	0	34
1028110352|WP_063864722_1|KT013203_1|1|1|blaSIM-2|blaSIM|hydrolase|subclass_B1_metallo-beta-lactamase_SIM-2	0.0	0	139
1028110353|WP_063864723_1|AB636283_1|1|1|blaSMB-1|blaSMB|hydrolase|subclass_B3_metallo-beta-lactamase_SMB-1	0.0	0	138
1028110354|WP_063864724_1|Z28968_1|1|1|blaSME-1|blaSME|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_SME-1	0.0	0	98
1028110375|WP_063864745_1|KP109680_1|1|1|blaSPG-1|blaSPG-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_SPG-1	0.0	0	195
1028110377|WP_063864747_1|AJ492820_1|1|1|blaSPM-1|blaSPM|hydrolase|subclass_B1_metallo-beta-lactamase_SPM-1	0.0	0	237
1028110869|WP_063865145_1|FJ263091_1|1|1|blaTER-1|blaTER|hydrolase|class_A_beta-lactamase_TER-1	0.0	0	79
1028110872|WP_063865147_1|FR771847_1|1|1|blaTMB-1|blaTMB|hydrolase|subclass_B1_metallo-beta-lactamase_TMB-1	0.0	0	180
1028110876|WP_063865149_1|KT818596_1|1|1|blaVCC-1|blaVCC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_VCC-1	0.0	0	158
1028110878|WP_063865150_1|KM983336_1|1|1|blaVEB-10|blaVEB|hydrolase|class_A_extended-spectrum_beta-lactamase_VEB-10	23.989013415679832	45	17
1028110907|WP_063865164_1|AF217649_1|1|1|blaVHH-1|blaVHH|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_VHH-1	0.0	0	9
1028110909|WP_063865165_1|AF217648_1|1|1|blaVHW-1|blaVHW|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_VHW-1	0.0	0	19
1028110913|WP_063865166_1|AY524989_1|1|1|blaVIM-10|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-10	8.795971585749273	19	42
1028110918|WP_063865167_1|DQ143913_1|1|1|blaVIM-12|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-12	7.676484293017536	3	33
1028110921|WP_063865168_1|DQ365886_1|1|1|blaVIM-13|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-13	0.0	0	8
1028110986|WP_063865198_1|KU663374_1|1|1|blaVIM-49|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-49	0.0	0	33
1028110992|WP_063865204_1|U05884_1|1|1|cepA-29|cepA|hydrolase|class_A_extended-spectrum_beta-lactamase_CepA-29	0.0	0	87
1028110998|WP_063865210_1|AY227051_1|1|1|cphA5|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA5	0.0	0	8
1028111086|WP_063865298_1|Y10415_1|1|1|imiS|cphA|hydrolase|ChpA_family_subclass_B2_metallo-beta-lactamase_ImiS	0.0	0	34
1028111146|WP_063865358_1|JF912902_1|1|1|oqxA2|oqxA|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_OqxA2	0.0	0	33
1028111515|WP_063865727_1|DQ058662_1|1|1|qnrA4|qnrA|target_protection|quinolone_resistance_pentapeptide_repeat_protein_QnrA4	0.18542232591829821	3	52
1028111837|WP_063866049_1|JN173057_1|1|1|qnrB35|qnrB|target_protection|quinolone_resistance_pentapeptide_repeat_protein_QnrB35	0.0	0	33
1028112297|WP_063866438_1|HM015626_1|1|1|qnrVC3|qnrVC|target_protection|quinolone_resistance_pentapeptide_repeat_protein_QnrVC3	3.6554687109607364	21	41
1028112319|WP_063866460_1|KM555152_1|1|1|qnrVC7|qnrVC|target_protection|quinolone_resistance_pentapeptide_repeat_protein_QnrVC7	0.0	0	17
1028112337|WP_063866478_1|GU201947_1|1|1|rmtE1|rmtE|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtE	0.37513193968481895	5	254
1028223005|WP_063964000_1|AJ629123_1|1|1|kamB|kamB|target_modification|16S_rRNA_(adenine(1408)-N(1))-methyltransferase_KamB	0.0	0	140
1028223006|WP_063964001_1|AJ875019_1|1|1|kamB|kamB|target_modification|16S_rRNA_(adenine(1408)-N(1))-methyltransferase_KamB	0.0	0	113
1028429214|WP_063978070_1|KU961660_2|1|1|blaHMB-1|blaHMB|hydrolase|subclass_B1_metallo-beta-lactamase_HMB-1	0.0	0	84
1028429215|WP_063978071_1|M87057_1|1|1|sgm|sgm||Sgm_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	0.0	0	25
1031994772|WP_064190967_1|NG_048311_1|1|1|tet(Z)|tet(Z)|efflux|tetracycline_efflux_MFS_transporter_Tet(Z)	0.0	0	283
1032611793|WP_064239013_1|JZTX01000001_1|1|1|aac(6_)-Iak|aac(6_)-Iak|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Iak	0.0	0	18
1034009413|WP_064483990_1|KT200608_1|1|1|blaOXA-496|blaOXA-134_like|hydrolase|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-496	0.0	0	68
1039445484|WP_064808581_1|MG736321_1|1|1|blaOXA-574|blaOXA-22_like|hydrolase|OXA-22_family_class_D_beta-lactamase_OXA-574	0.0	0	8
1039445784|WP_064808881_1|MG736320_1|1|1|blaOXA-573|blaOXA-60_like|hydrolase|OXA-60_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-573	0.0	0	53
1040476735|WP_065102178_1|D90201_1|1|1|blaL|blaL|hydrolase|BlaL_family_class_A_beta-lactamase	0.0	0	41
1040476835|WP_065102278_1|KX266838_1|1|1|blaCTX-M-185|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-185	0.0	0	33
1044690749|WP_065419574_1|LT598652_1|1|1|mcr-2_1|mcr-2||phosphoethanolamine--lipid_A_transferase_MCR-2_1	0.0	0	72
1046203883|WP_065597326_1|MAJO01000013_1|1|1|blaALI-2|blaALI|hydrolase|subclass_B1_metallo-beta-lactamase_ALI-2	0.0	0	155
1048226922|WP_065801616_1|FLWO01000034_1|1|1|mcr-3_20|mcr-3||phosphoethanolamine--lipid_A_transferase_MCR-3_20	0.0	0	19
1058243583|WP_068981615_1|KX599387_1|1|1|blaADC-83|blaADC|hydrolase|class_C_beta-lactamase_ADC-83	0.0	0	22
1058243603|WP_068981617_1|KX599383_1|1|1|blaADC-85|blaADC|hydrolase|class_C_beta-lactamase_ADC-85	0.0	0	68
1058244086|WP_068981642_1|KX599404_1|1|1|blaOXA-527|blaOXA|hydrolase|class_D_beta-lactamase_OXA-527	0.0	0	53
1061158352|WP_069174568_1|AB709942_1|1|1|aac(6_)-Iaj|aac(6_)_Ia_fam|acetyltransferase|aminoglycoside_6_-N-acetyltransferase_AAC(6_)-Iaj	0.0	0	103
1061158354|WP_069174570_1|KU254579_1|1|1|fosA6|fosA_gen|thiol_transferase|fosfomycin_resistance_glutathione_transferase_FosA6	0.0	0	29
1062509491|WP_069280709_1|KX753225_1|1|1|blaGES-32|blaGES|hydrolase|class_A_beta-lactamase_GES-32	0.0	0	57
1063842728|WP_069453146_1|NG_047307_2|1|1|aac(6_)-Ip|aac(6_)-Ip|acetyltransferase|aminoglycoside_6_-N-acetyltransferase_AAC(6_)-Ip	0.0	0	10
1072331906|WP_069953510_1|MK143105_1|1|1|blaAFM-1|blaAFM|hydrolase|subclass_B1_metallo-beta-lactamase_AFM-1	0.0	0	81
1073565725|WP_069996660_1|MH155596_1|1|1|mecC3|mecC3|insensitivity|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecC3	0.0	0	126
1073722251|WP_070064531_1|NG_049089_2|1|1|blaFAR-1|blaFAR|hydrolase|class_A_extended-spectrum_beta-lactamase_FAR-1	0.0	0	83
1073722253|WP_070064533_1|NG_051735_1|1|1|vanS-O|vanS-O|re-structuring_of_the_cell_wall|VanO-type_vancomycin_resistance_histidine_kinase_VanS	0.0	0	13
1079831656|WP_070233680_1|MH085567_1|1|1|blaOXA-614|blaOXA-184_like|hydrolase|OXA-184_family_class_D_beta-lactamase_OXA-614	0.0	0	33
1080153678|WP_070342358_1|AY139595_1|1|1|qacL|qacL|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacL	0.35539279134340496	30	66
1080153679|WP_070342359_1|FM207632_1|1|1|aadA10|aadA10|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA10	1.9683293059019327	1	34
1080153684|WP_070342364_1|HQ386831_1|1|1|lnu(F)|lnu(F)|nucleotidyltransferase|lincosamide_nucleotidyltransferase_Lnu(F)	1.229659058048181	7	17
1080153687|WP_070342367_1|HQ386838_1|1|1|lnu(F)|lnu(F)|nucleotidyltransferase|lincosamide_nucleotidyltransferase_Lnu(F)	0.0	0	17
1080153693|WP_070342373_1|FKGY01000068_1|1|2|ant(3__)-I|ant(3__)-I|nucleotidyltransferase|ANT(3__)-I_family_aminoglycoside_nucleotidyltransferase	1.741424677582684	42	38
1098460939|WP_071218680_1|KX531047_1|1|1|catU|catU|acetyltransferase|type_A_chloramphenicol_O-acetyltransferase	0.0	0	70
1098463964|WP_071218948_1|KX531050_1|1|1|vat(I)|vat(I)|acetyltransferase|streptogramin_A_O-acetyltransferase_Vat(I)	0.0	0	42
1098464846|WP_071219112_1|KX531055_1|1|1|vgb(C)|vgb(C)||streptogramin_B_lyase_Vgb(C)	0.0	0	103
1098480194|WP_071223118_1|KX531049_1|1|1|taeA|taeA|target_protection|ABC-F_type_ribosomal_protection_protein_TaeA	0.0	0	49
1098480852|WP_071223302_1|KX531045_1|1|1|tetB(58)|tetB(58)||tetracycline_efflux_ABC_transporter_Tet(58)_subunit_B	0.0	0	13
1098480857|WP_071223303_1|KX531044_1|1|1|tetA(58)|tetA(58)||tetracycline_efflux_ABC_transporter_Tet(58)_subunit_A	0.0	0	80
1098483388|WP_071224044_1|KX531051_1|1|1|aac(2_)-IIb|aac(2_)-IIb|acetyltransferase|kasugamycin_N-acetyltransferase_AAC(2_)-IIb	0.0	0	147
1102724705|WP_071593201_1|AB472901_2|1|1|aac(6_)-Iag|aac(6_)-Iag|acetyltransferase|aminoglycoside_6_-N-acetyltransferase_AAC(6_)-Iag	0.0	0	126
1102724706|WP_071593202_1|KF469214_1|1|1|aacA49|aacA49|acetyltransferase|AAC(6_)-Ia_family_aminoglycoside_6_-N-acetyltransferase_AacA49	0.0	0	150
1102724725|WP_071593221_1|KF525340_1|1|1|qacK|qacK|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacK	3.525496490126577	6	38
1102724726|WP_071593222_1|FJOJ01000013_1|1|1|vanT-Cd|vanT-Cd|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT-Cd	0.0	0	300
1102724732|WP_071593228_1|AB625455_1|1|2|catB8|catB8|acetyltransferase|type_B-3_chloramphenicol_O-acetyltransferase_CatB8	0.0	0	17
1102724733|WP_071593229_1|NG_047295_2|1|1|aac(6_)-If|aac(6_)-If|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-If	0.0	0	74
1104448840|WP_071766619_1|NG_052115_1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	0.0	0	173
1104448888|WP_071766620_1|KJ512977_1|1|1|aacA10|aacA10|acetyltransferase|AAC(6_)-I_family_aminoglycoside_6_-N-acetyltransferase	0.0	0	118
1104448926|WP_071766622_1|KF485393_2|1|1|blaRm3|blaRm3|hydrolase|subclass_B3_metallo-beta-lactamase_Rm3	0.0	0	105
1105502042|WP_071846194_1|JN790946_1|1|1|aadA6|aadA6|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	0.0	0	20
1105502048|WP_071846200_1|KC675185_1|1|1|dfrB9|dfrB|insensitivity|trimethoprim-resistant_dihydrofolate_reductase_DfrB9	0.0	0	22
1105502052|WP_071846204_1|KJ138219_1|1|1|aac(6_)-set_A|aac(6_)-set_A|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	19
1105502061|WP_071846213_1|KP754011_1|1|1|aacA32|aacA32|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	68
1105502064|WP_071846216_1|KT778788_1|1|1|aacA-ACI2|aacA-ACI2|acetyltransferase|AAC(6_)-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase	0.0	0	34
1105502073|WP_071846225_1|AY030343_1|1|1|qacF|qacF|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacF	1.1631036807602342	3	11
1105502074|WP_071846226_1|AF327731_1|1|1|qacG2|qacG2|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacG2	5.117656195345031	21	49
1105502087|WP_071846239_1|AB733642_1|1|1|aac(6_)-set_A|aac(6_)-set_A|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	102
1105502103|WP_071846255_1|JQ002629_1|1|1|aacA34|aacA34|acetyltransferase|aminoglycoside_6_-N-acetyltransferase_AacA34	0.0	0	109
1105502107|WP_071846259_1|KF525275_1|1|1|aac(6_)-set_A|aac(6_)-set_A|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	38
1105502108|WP_071846260_1|KF525276_1|1|1|aac(6_)-set_A|aac(6_)-set_A|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	19
1105502110|WP_071846262_1|KF525278_1|1|1|aac(6_)-Ib|aac(6_)-Ib|acetyltransferase|AAC(6_)-Ib_family_aminoglycoside_6_-N-acetyltransferase	130.5002329812981	51	33
1105502111|WP_071846263_1|KF525279_1|1|1|ant(3__)-Ia|ant(3__)-Ia|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA	20.470624781380096	8	33
1105502112|WP_071846264_1|KF525280_1|1|1|ant(3__)-Ia|ant(3__)-Ia|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA	0.0	0	33
1105502117|WP_071846269_1|KF525285_1|1|1|aadA13|aadA13|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA13	10.235312390690048	4	33
1105502155|WP_071846307_1|X56815_2|2|2|sat2_gen|sat2_gen|acetyltransferase|streptothricin_N-acetyltransferase_Sat2	0.0	5	174
1105502159|WP_071846310_1|HQ424462_1|1|1|aac(6_)-Iz|aac(6_)-Iz|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Iz	0.0	0	33
1105502177|WP_071846328_1|KF525340_1|1|1|aadA9|aadA9|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA9	0.0	0	9
1105502183|WP_071846333_1|JTBC02000011_1|1|1|aac(6_)_Serra|aac(6_)_Serra|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	33
1105502184|WP_071846334_1|NG_052423_1|1|1|aac(6_)-set_A|aac(6_)-set_A|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	9
1105502185|WP_071846335_1|MPVD01000104_1|1|1|aac(6_)-Ib|aac(6_)-Ib|acetyltransferase|AAC(6_)-Ib_family_aminoglycoside_6_-N-acetyltransferase	104.911952004573	41	33
1105502202|WP_071846352_1|JXOM01000108_1|1|1|aacA-STR-13|aacA-STR-13|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	34
1105502203|WP_071846353_1|LBIL01000048_1|1|1|aacA-ENT1|aacA-ENT1|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	103
1105502226|WP_071846376_1|JN624388_2|1|1|aacA43|aacA43|acetyltransferase|AAC(6_)-Ia_family_aminoglycoside_6_-N-acetyltransferase_AacA43	0.0	0	116
1114603964|WP_072081991_1|NG_052580_1|1|1|blmA|blmA|sequestration|bleomycin_binding_protein_BLMA	0.0	0	84
1114603965|WP_072081992_1|KY282958_1|1|1|blaKPC-28|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-28	7.873317223607731	10	102
1118555868|WP_072186106_1|KU215879_1|1|1|blaRUB-1|blaRUB|hydrolase|class_A_broad-spectrum_beta-lactamase_RUB-1	0.0	0	87
1119333767|WP_072310976_1|MH638291_1|1|1|mcr-8_2|mcr-8||phosphoethanolamine--lipid_A_transferase_MCR-8_2	0.0	0	294
1119781282|WP_072678505_1|JX846494_1|1|1|blaOXA-732|blaOXA|hydrolase|class_D_beta-lactamase_OXA-732	0.3877012269200781	2	26
